job title,company name,job date,locations,skills,links
Software Projects Delivery Lead,Smartera 3S  -,18 days ago,"Cairo, Egypt ",Full TimeManager · 10+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Software Engineering · Computer Engineering · System Design · Computer Science · Information Systems · Scrum · Scala · Java J2EE,https://wuzzuf.net/jobs/p/kenAY2zYaVOT-Lead-Software-Engineer-TypescriptNode-REMOTE-Aurora-Tech-N-V-Cairo-Egypt?o=132&l=sp&t=sj&a=python|search-v3|spbg
Odoo Developer - Remotely (Urgently),Confidential -,15 days ago,"Cairo, Egypt ",Full TimePart TimeWork From HomeEntry Level · 1 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Python · Odoo · IT · Information Technology (IT) · Computer Science,https://wuzzuf.net/jobs/p/eevDs1EkkFtn-DevOps-Engineer-almentor-Cairo-Egypt?o=68&l=sp&t=sj&a=python|search-v3|spbg
Junior R&D Software Engineer - .NET,AGI -,15 days ago,"6th of October, Giza, Egypt ",Full TimeEntry Level · 1 - 3 Yrs of Exp · R&D/Science · IT/Software Development · Engineering - Telecom/Technology · Agile · .Net · Computer Science · ASP.Net · Design · Information Technology (IT) · Git,https://wuzzuf.net/jobs/p/FX5bmEVG5DPP-Ruby-on-Rails-Developer-nformacy-Cairo-Egypt?o=139&l=sp&t=sj&a=python|search-v3|spbg
Senior Penetration Tester,Union Coop -,20 days ago,"Dokki, Giza, Egypt ",Full TimeExperienced · 3+ Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology · hack · OSCP · penetration · testing · cyber · SOC · RED,https://wuzzuf.net/jobs/p/mBTH3YehEITw-DevOps-Site-Reliability-Engineer-Support-Engineer-Cegedim-Cairo-Egypt?o=28&l=sp&t=sj&a=python|search-v3|spbg
Odoo Senior Developer,Minds solutions -,20 days ago,"Cairo, Egypt ",Full TimeExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Odoo · Python · Computer Science · Information Technology (IT) · English · Programming · HTML · XML,https://wuzzuf.net/jobs/p/p6mjvyEaX2w4-DevOps-Engineer-Fawry-Banking-Payment-Technology-Services-Giza-Egypt?o=42&l=sp&t=sj&a=python|search-v3|spbg
DevOps Engineer,almentor -,21 days ago,"Maadi, Cairo, Egypt ",Full TimeExperienced · 2 - 4 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Engineering · DevOps · Information Technology (IT) · Software Development · Python · Devops Engineer · Linux · Computer Science,https://wuzzuf.net/jobs/p/tTNQ5eaxpMXt-Backend-Developer-mtor-Cairo-Egypt?o=143&l=sp&t=sj&a=python|search-v3|spbg
Technical Consultant,FlairsTech -,22 days ago,"Cairo, Egypt ",Full TimeExperienced · 3+ Yrs of Exp · IT/Software Development · Information Technology (IT) · Python · RESTful APIs · Linux,https://wuzzuf.net/jobs/p/DE9GhJzIFsIq-Software-Projects-Delivery-Lead-Smartera-3S-Cairo-Egypt?o=63&l=sp&t=sj&a=python|search-v3|spbg
Data Science Instructor,EpsilonAI -,20 days ago,"Nasr City, Cairo, Egypt ",Full TimePart TimeEntry Level · 1+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Training/Instructor · Data Science · Computer Science · Computer Engineering · Python · Machine Learning · Deep Learning · Artificial Intelligence (AI),https://wuzzuf.net/jobs/p/YuLSMDJoCDJ6-Senior-Python-Django-Full-Stack-Developer-LINK-Development-Cairo-Egypt?o=20&l=sp&t=sj&a=python|search-v3|spbg
Senior Software Engineer - Full Stack (100% Remote),Anoma Tech USA -,20 days ago,"Cairo, Egypt ",Full TimeWork From HomeExperienced · 5 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Full Stack Development · Software Development · React.js · Node.js · Python · Agile · Cloud · Computer Science,https://wuzzuf.net/jobs/p/HJxAYU5mD9G3-MIS-Analyst-OPEX-Egypt-Cairo-Egypt?o=168&l=sp&t=sj&a=python|search-v3|spbg
Junior Software Developer,Target Recruitment  & HR Solutions  -,18 days ago,"Nasr City, Cairo, Egypt ",Full TimeEntry Level · 1+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Java · Linux · Software Development · Computer Science · Computer Engineering · Python Scripting · SQL · Software Engineering,https://wuzzuf.net/jobs/p/wBlahXywywbh-Senior-Data-Scientist-Talenter-Giza-Egypt?o=41&l=sp&t=sj&a=python|search-v3|spbg
Senior DevOps Engineer,EgyProTech -,21 days ago,"Maadi, Cairo, Egypt ",Full TimeExperienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · DevOps · Docker · Linux · Engineering · Computer Science · Cloud Computing · Ansible · CI/CD,https://wuzzuf.net/jobs/p/LMBvlEWgc2a0-Software-Support-Engineer-Trufla-Cairo-Egypt?o=130&l=sp&t=sj&a=python|search-v3|spbg
Senior R&D software Engineer - .NET,AGI -,19 days ago,"6th of October, Giza, Egypt ",Full TimeExperienced · 4 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Agile · .Net · Computer Science · ASP.Net · Design · Information Technology (IT) · Git · MVC,https://wuzzuf.net/jobs/p/NwkBDJbSOa5T-System-Administrator-Linux---Alexandria-Softxpert-Incorporation-Alexandria-Egypt?o=124&l=sp&t=sj&a=python|search-v3|spbg
System Administrator IT,Tartoussieh for Engineering -,22 days ago,"Bourj Alarab, Alexandria, Egypt ",Full TimeExperienced · 2 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Engineering · Information Technology (IT) · Engineering · IT · Computer Science · System administrator · MCSA · Python,https://wuzzuf.net/jobs/p/GuLTI6d9IdOA-Smart-Manufacturing-Engineer---Alexandria-Prometeon-Tyres-Group-–-Egypt-Ex-Pirelli-Tyres-Egypt-Alexandria-Egypt?o=171&l=sp&t=sj&a=python|search-v3|spbg
Senior Odoo Implementer,Unity -,20 days ago,"Nasr City, Cairo, Egypt ",Full TimeWork From HomeExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Software Development · Development · Information Technology (IT) · Computer Science · Odoo · Odoo Development · Odoo ERP · Odoo POS,https://wuzzuf.net/jobs/p/fctqvrZBuh7V-Senior-Full-Stack-Developer-e-Aswaaq-Misr-Giza-Egypt?o=178&l=sp&t=sj&a=python|search-v3|spbg
Senior Devops Engineer,Andela -,22 days ago,"Cairo, Egypt ",Full TimeFreelance / ProjectWork From HomeExperienced · 2 - 8 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · Software Development · Software Engineering · Engineering · Software · Development · Agile,https://wuzzuf.net/jobs/p/mJtTK9Od3DpB-Technical-Lead---Software-Engineer-Cairo-Egypt?o=187&l=sp&t=sj&a=python|search-v3|spbg
ETL Developer,Dataplus -,24 days ago,"Cairo, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · ETL · SQL · Python · Informatica · SSIS · Talend · IBM DataStage · Information Technology (IT),https://wuzzuf.net/jobs/p/iechGl4TG6q8-Applied-Machine-Learning-Engineer-Computer-Vision-Scientist-412labs-com-Cairo-Egypt?o=29&l=sp&t=sj&a=python|search-v3|spbg
Senior Business Analyst,Target Recruitment  & HR Solutions  -,22 days ago,"Cairo, Egypt ",Full TimeExperienced · 5 - 8 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · JIRA · Python · HP Quality Center · SQL · R Programming · analyst · research,https://wuzzuf.net/jobs/p/i1aIS0qJ5pgR-Odoo-Developer-Smart-Technologies-Cairo-Egypt?o=45&l=sp&t=sj&a=python|search-v3|spbg
Odoo Developer,Yodawy -,21 days ago,"Cairo, Egypt ",Full TimeExperienced · 2 - 4 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Odoo · Software Development · GitHub · HTML · PostgreSQL · JavaScript · JQuery · ORM,https://wuzzuf.net/jobs/p/XIRK0HBcXhXC-Team-Lead-Data-Scientist-Fawry-Banking-Payment-Technology-Services-Giza-Egypt?o=183&l=sp&t=sj&a=python|search-v3|spbg
Senior Odoo Developer,Confidential -,21 days ago,"Dokki, Giza, Egypt ",Full TimeExperienced · 2 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · Python · Odoo · Software Development · XML · API · Programming,https://wuzzuf.net/jobs/p/1ZQiaTzAH9nC-Senior-DevOps-Engineer-Cegedim-Cairo-Egypt?o=30&l=sp&t=sj&a=python|search-v3|spbg
Odoo Developer,Pan Marine Group -,25 days ago,"Alexandria, Egypt ",Full TimeExperienced · 2 - 4 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Software · Software Engineering · Software Development · Information Technology (IT) · Computer Science · SQL · Python · javaScript,https://wuzzuf.net/jobs/p/isapAqBIAwwl-Senior-Software-Developer-GET-Group--Egypt-Cairo-Egypt?o=128&l=sp&t=sj&a=python|search-v3|spbg
Full Stack Developer,Alternative Education -,26 days ago,"Cairo, Egypt ",Full TimeExperienced · 2 - 4 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Engineering · Development · Information Technology (IT) · React · Git · Software Development · Node.js · JavaScript,https://wuzzuf.net/jobs/p/gp26agMajhNH-Django-Web-Developer-Sydney-Australia?o=129&l=sp&t=sj&a=python|search-v3|spbg
Big Data Developer,Path-Solutions -,27 days ago,"Maadi, Cairo, Egypt ",Full TimeExperienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Hadoop Ecosystem · Sqoop · Flume · Oozie · Spark · Python,https://wuzzuf.net/jobs/p/chjzKM9Mf4mG-Python-Programmer-Dumiah-animation-studio-Cairo-Egypt?o=19&l=sp&t=sj&a=python|search-v3|spbg
Mid-Senior Level Back-End Software Developer (Remote),skora tech -,28 days ago,"Doha, Qatar ",Full TimeWork From HomeExperienced · 2 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Python · Computer Science · MySQL · Software Development · Software Engineering · Docker · Java · AWS,https://wuzzuf.net/jobs/p/CKTtsGR7IOLD-DevOps-Engineer-Site-Reliability-Engineer---Jumia-Pay-Jumia-Cairo-Egypt?o=43&l=sp&t=sj&a=python|search-v3|spbg
Senior Software Engineer,dKilo -,27 days ago,"Sheraton, Cairo, Egypt ",Full TimeExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · back-end · PHP · Laravel · Software Engineering · Laravel Framework · Framework · developer · Software Development,https://wuzzuf.net/jobs/p/fUKC4oGqel3z-Senior-RD-software-Engineer---NET-AGI-Giza-Egypt?o=74&l=sp&t=sj&a=python|search-v3|spbg
App Developer,Recovery franchise marketing services  -,26 days ago,"6th of October, Giza, Egypt ",Full TimeExperienced · 2 - 10 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · computer · Information Technology (IT) · Programming · JavaScript · Python · Software Design · Software Development,https://wuzzuf.net/jobs/p/1sFeSOZQcjHv-Azure-Linux-Consultant-Global-Brands-Cairo-Egypt?o=156&l=sp&t=sj&a=python|search-v3|spbg
Senior RPA Developer (.Net),SmartTech Systems -,26 days ago,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Angular · Node.js · Linux · Python · English · Computer Science · Development · Software Development,https://wuzzuf.net/jobs/p/yvDfseeON4Ji-Internship-Software-Quality-Control-Tester---Alexandria-Procrew-Alexandria-Egypt?o=155&l=sp&t=sj&a=python|search-v3|spbg
ERPNext Developer,DIRAC SYSTEMS -,29 days ago,"Heliopolis, Cairo, Egypt ",Full TimeExperienced · 3 - 10 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · ERP · Computer Science · Engineering · Python · JavaScript · Jinja · CSS · HTML,https://wuzzuf.net/jobs/p/ddKSqn0UQe3c-Oracle-APEX-Developer-Edrak-United-Cairo-Egypt?o=198&l=sp&t=sj&a=python|search-v3|spbg
BI Consultant,Dataplus -,26 days ago,"Cairo, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Analyst/Research · Analysis · Data Modeling · BI · Python · SQL · Tableau · alteryx · Talend,https://wuzzuf.net/jobs/p/IOKNSDaLYrNy-Python-Developer-Ecommerce-ERP-System-Odoo---Fluent-English-Fekra-Technology-Solutions-and-Construction-Giza-Egypt?o=11&l=sp&t=sj&a=python|search-v3|spbg
Mid-Level Developer / REST API / Microservices - UK Team - (Alexandria),Procrew -,27 days ago,"San Stefano, Alexandria, Egypt ",Full TimeExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · MySQL · javaScript · Software Development · Programming · Git · Information Technology (IT) · Front-End · Full-Stack,https://wuzzuf.net/jobs/p/fvUmVuhazaPo-Principal-DevOps-Engineer-A1Softech-Cairo-Egypt?o=34&l=sp&t=sj&a=python|search-v3|spbg
Devops Engineer,Confidential -,27 days ago,"New Cairo, Cairo, Egypt ",Full TimeExperienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · DevOps · Computer Science · Software Development · Docker · Kubernetes · Information Technology (IT) · Software Engineering · SQL,https://wuzzuf.net/jobs/p/nHD9AbqnlMSY-Computer-Science-Instructor-Game-development-iSchool-Cairo-Egypt?o=38&l=sp&t=sj&a=python|search-v3|spbg
IoT Solutions Engineer,Interact Technology Solutions -,27 days ago,"Maadi, Cairo, Egypt ",Full TimeExperienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Microsoft Office · OOP concept · C# · ASP.NET · JavaScript · SQL · Microsoft CRM · SharePoint,https://wuzzuf.net/jobs/p/RXelFjsM7g3h-Junior-Infrastructure-Developer-Quality-unit-Cairo-Egypt?o=50&l=sp&t=sj&a=python|search-v3|spbg
Machine Learning Engineer,Confidential -,27 days ago,"New Cairo, Cairo, Egypt ",Full TimeExperienced · 3+ Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Computer Science · Data Science · Information Technology (IT) · Java · Statistics · Computer Engineering · Machine Learning,https://wuzzuf.net/jobs/p/Lnuu7I6zTCew-Junior-RD-Software-Engineer---NET-AGI-Giza-Egypt?o=65&l=sp&t=sj&a=python|search-v3|spbg
Full Stack Software Engineer,TensorGraph -,27 days ago,"Maadi, Cairo, Egypt ",Full TimeEntry Level · 1 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Angular · Design · JavaScript · Programming · Node.js · Software Engineering · Information Technology (IT) · Computer Science,https://wuzzuf.net/jobs/p/Gcn79PJIQEyl-Test-Automation-Engineer-AFKAR-Technology-Giza-Egypt?o=120&l=sp&t=sj&a=python|search-v3|spbg
DevOps Engineer,Confidential -,28 days ago,"Cairo, Egypt ",Full TimeExperienced · 2 - 9 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Git · Python · Ruby · Scripting · SQL · DevOps · Software Development · Software,https://wuzzuf.net/jobs/p/RHA0h44hiEw5-Automation-Test-Engineer-Cairo-Egypt?o=193&l=sp&t=sj&a=python|search-v3|spbg
Mid-Senior Level Front-End Software Developer (Remote),skora tech -,28 days ago,"Doha, Qatar ",Full TimeWork From HomeExperienced · 2 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Software · Software Development · Android · Computer Science · Data Science · developer · Information Technology (IT) · JavaScript,https://wuzzuf.net/jobs/p/WvkF79QaniWF-Senior-Business-Analyst-Target-Recruitment-HR-Solutions-Cairo-Egypt?o=79&l=sp&t=sj&a=python|search-v3|spbg
Full Stack Web Developer,Confidential -,27 days ago,"New Cairo, Cairo, Egypt ",Full TimeExperienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Software Development · Software Engineering · Full Stack · javaScript · Information Technology (IT) · Computer Science · HTML · CSS,https://wuzzuf.net/jobs/p/qZ2W8Q0izdWR-Senior-Python-Developer---Remote-Nile-Bits-LLC-Giza-Egypt?o=1&l=sp&t=sj&a=python|search-v3|spbg
Computer Vision Engineer,Confidential -,28 days ago,"Cairo, Egypt ",Full TimePart TimeWork From HomeEntry Level · 1+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Engineering · Computer Science · Information Technology (IT) · Java · OOP · Python · Software · Software Development,https://wuzzuf.net/jobs/p/VumyhGz4dcs6-Web-Developer-Engosoft-Cairo-Egypt?o=46&l=sp&t=sj&a=python|search-v3|spbg
Odoo Developer,Confidential -,29 days ago,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 2 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Python · Odoo · Software Development · Web Development · javaScript · JQuery · CSS · HTML,https://wuzzuf.net/jobs/p/nbwYixuTNXkr-BI-Consultant-Dataplus-Cairo-Egypt?o=90&l=sp&t=sj&a=python|search-v3|spbg
DevOps Engineer,Beshara -,28 days ago,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · DevOps · Software Development · Computer Engineering · Computer Science · Python · Java · Git,https://wuzzuf.net/jobs/p/nJdH5LxZg7zh-Mid-Senior-Level-Front-End-Software-Developer-Remote-skora-tech-Doha-Qatar?o=97&l=sp&t=sj&a=python|search-v3|spbg
System Engineer - Application Performance Monitoring (APM),Ejada (Cairo) -,27 days ago,"Cairo, Egypt ",Full TimeEntry Level · 1 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · AppDynamics · .Net · Java · NodeJS · PHP · Linux · Bash · Perl,https://wuzzuf.net/jobs/p/XYGjeY8JG4ez-Application-Support-Engineer-Alexandria-Egypt?o=192&l=sp&t=sj&a=python|search-v3|spbg
DevOps Engineer,Coral Technology -,29 days ago,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · DevOps · AWS · Software Development · Git · #GCP · Jenkins · Engineering,https://wuzzuf.net/jobs/p/dNftBCBABfn3-Senior-GIS-Engineer-Interact-Technology-Solutions-Cairo-Egypt?o=47&l=sp&t=sj&a=python|search-v3|spbg
Senior Front End Developer - React,Trufla -,29 days ago,"Heliopolis, Cairo, Egypt ",Full TimeExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · JavaScript · Front-End · Software Development · Web Development · Computer Science · JQuery · Angular · HTML,https://wuzzuf.net/jobs/p/BMkIYbqPISja-Software-Project-Manager-Charisma-Design-Cairo-Egypt?o=169&l=sp&t=sj&a=python|search-v3|spbg
Software Business Analyst - KSA,Confidential -,1 month ago,"Alexandria, Egypt ",Full TimeFreelance / ProjectExperienced · 3 - 10 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Business Analysis · business · Data · Information Technology (IT) · Business Intelligence · SQL · Microsoft Excel,https://wuzzuf.net/jobs/p/JXSY9jxadJPU-Senior-Machine-Learning-Engineer-NLP-Botit-Cairo-Egypt?o=108&l=sp&t=sj&a=python|search-v3|spbg
NodeJS Backend Developer,Rytalo -,1 month ago,"Obour City, Cairo, Egypt ",Full TimeWork From HomeExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Engineering · Computer Science · Information Technology (IT) · Software Development · Microservices · NoSQL · Nodejs · javaScript,https://wuzzuf.net/jobs/p/XrebUFid2cwu-Telecom-Customer-Service-Provisioning-Representative-VoIP-Tlnted-Cairo-Egypt?o=59&l=sp&t=sj&a=python|search-v3|spbg
Senior Java Developer / Software Engineer,Egybell -,1 month ago,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · AWS · React · ORM · Python · Java · SQL · Software Engineering · Software Development,https://wuzzuf.net/jobs/p/DqW4t4pjmmV2-Big-Data-Engineer-Paymob-Solutions-Cairo-Egypt?o=162&l=sp&t=sj&a=python|search-v3|spbg
Senior Machine Learning Engineer (NLP),Botit -,1 month ago,"Downtown, Cairo, Egypt ",Full TimeExperienced · 3 - 8 Yrs of Exp · R&D/Science · IT/Software Development · Engineering - Telecom/Technology · Machine Learning · Python · NLP · Engineering · Software Engineering · Mathematics · Computer Science,https://wuzzuf.net/jobs/p/tEQzDxqDzZKC-Senior-Front-End-Developer---Alexandria-Caduceus-Lane-Alexandria-Egypt?o=145&l=sp&t=sj&a=python|search-v3|spbg
Devops Engineer - Software Development,Rasan -,1 month ago,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 2 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Agile · AWS · Computer Science · DevOps · Docker · Engineering · Information Technology (IT) · Java,https://wuzzuf.net/jobs/p/NAaBAponD8S3-Junior-Odoo-Developer-Minds-solutions-Cairo-Egypt?o=153&l=sp&t=sj&a=python|search-v3|spbg
Senior Backend Developer Node JS,StatsBomb -,1 month ago,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · Agile · Software · Node.js · Python · SQL · Github,https://wuzzuf.net/jobs/p/tqFpCRbDOvvG-Senior-Front-End-Developer-yelloco-Cairo-Egypt?o=166&l=sp&t=sj&a=python|search-v3|spbg
DevOps Engineer (Remote/WFH),Deriv.com -,1 month ago,"Cairo, Egypt ",Full TimeWork From HomeExperienced · 3 - 8 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · AWS · Python · DevOps · Linux · Computer Science · Software Development · Docker · Engineering,https://wuzzuf.net/jobs/p/fsmnujLF6PQI-Odoo-Specialist---Cairo-Collars-HR-Cairo-Egypt?o=25&l=sp&t=sj&a=python|search-v3|spbg
Data Scientist,BlinkApp -,1 month ago,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Computer Science · Data Science · Information Technology (IT) · Machine Learning · MongoDB · Naive Bayes · NLP,https://wuzzuf.net/jobs/p/x783eTC7wuKH-Software-Developer-Everlast-Cairo-Egypt?o=35&l=sp&t=sj&a=python|search-v3|spbg
Computer Science Teacher,iSchool -,1 month ago,"New Cairo, Cairo, Egypt ",Full TimeWork From HomeEntry Level · 0 - 10 Yrs of Exp · IT/Software Development · Education/Teaching · Training/Instructor · Computer Science · Instructor · Training · Teaching · Science · Computer · Programming,https://wuzzuf.net/jobs/p/cPzC9p6msnu9-Senior-Backend-Developer-Node-JS-StatsBomb-Cairo-Egypt?o=110&l=sp&t=sj&a=python|search-v3|spbg
Computer Science Instructor,iSchool -,1 month ago,"New Cairo, Cairo, Egypt ",Full TimeWork From HomeEntry Level · 0 - 6 Yrs of Exp · IT/Software Development · Education/Teaching · Training/Instructor · Computer Science · Instructor · Training · Teaching · Science · Computer · Programming,https://wuzzuf.net/jobs/p/yOJbL5fSwQoO-Unity-Game-Developer-iSchool-Cairo-Egypt?o=199&l=sp&t=sj&a=python|search-v3|spbg
Odoo Developer,Confidential -,1 month ago,"Heliopolis, Cairo, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Python · Programming · Development · Information Technology (IT) · Odoo · Git · HTML,https://wuzzuf.net/jobs/p/AXjrEws68gem-Senior-Odoo-Implementer-Unity-Cairo-Egypt?o=76&l=sp&t=sj&a=python|search-v3|spbg
Data Analyst,Fund Ourselves Ltd -,1 month ago,"Downtown, Cairo, Egypt ",Full TimeEntry Level · 1 - 3 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Analysis · Python · Information Technology (IT) · Mathematics · Data Analysis · Data · Computer Science,https://wuzzuf.net/jobs/p/0sAcifgC0loM-Technical-Consultant-FlairsTech-Cairo-Egypt?o=69&l=sp&t=sj&a=python|search-v3|spbg
Senior Backend Developer,Digified -,1 month ago,"Maadi, Cairo, Egypt ",Full TimeExperienced · 4 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Backend developer · Python · JavaScript · Computer Science · Software · Git · Docker · Kubernetes,https://wuzzuf.net/jobs/p/FcpPgjUbaqIU-Full-Stack-Developer-TTC-Technologies-Cairo-Egypt?o=196&l=sp&t=sj&a=python|search-v3|spbg
SRE/DevOps Engineer,Agolo -,1 month ago,"Maadi, Cairo, Egypt ",Full TimeEntry Level · 1 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · DevOps · GIT · Linux · Microsoft Azure · Engineering · Telecommunication · Azure,https://wuzzuf.net/jobs/p/d2HXWUsj5gHB-PHP-Developer-EBE-Giza-Egypt?o=190&l=sp&t=sj&a=python|search-v3|spbg
Data Engineer,Ashtar.app -,1 month ago,"Maadi, Cairo, Egypt ",Full TimeExperienced · 3 - 6 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · Software Development · SQL · Analysis · Python · Big Data,https://wuzzuf.net/jobs/p/HJdz7nXMzlK6-Systems-Analyst-Cairo-Egypt?o=61&l=sp&t=sj&a=python|search-v3|spbg
Test Automation Engineer,AFKAR Technology -,1 month ago,"Smart Village, Giza, Egypt ",Full TimeExperienced · 5 - 7 Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology · Automation · Java · RPA · C# · Software Testing · Selenium · Testing,https://wuzzuf.net/jobs/p/Hfu4ibKWHCv4-ETL-Developer-Dataplus-Cairo-Egypt?o=78&l=sp&t=sj&a=python|search-v3|spbg
Machine Learning Engineer,Digified -,1 month ago,"Maadi, Cairo, Egypt ",Full TimeExperienced · 2 - 4 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Deep Learning · Machine Learning · OpenCV · Python · NLP · Git · Docker · Information Technology (IT),https://wuzzuf.net/jobs/p/tLRZxOYmdFOQ-NodeJS-Backend-Developer-Rytalo-Cairo-Egypt?o=106&l=sp&t=sj&a=python|search-v3|spbg
DevOps Engineer,Beyond Solution -,1 month ago,"Maadi, Cairo, Egypt ",Full TimeExperienced · 2 - 4 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · CI/CD · Computer Science · Docker · HTTP · Information Technology (IT) · Kubernetes · Linux · DevOps,https://wuzzuf.net/jobs/p/FzYzuYrBDOSF-IoT-Solutions-Engineer-Interact-Technology-Solutions-Cairo-Egypt?o=93&l=sp&t=sj&a=python|search-v3|spbg
Odoo Developer,ExtraMile EGY  -,1 month ago,"Nasr City, Cairo, Egypt ",Full TimeEntry Level · 1+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Odoo · Odoo Development · Odoo ERP · JavaScript · Python · Git · HTML · Linux,https://wuzzuf.net/jobs/p/8BhrFBUaaldb-Senior-Software-Developer-Focusing-on-PHP-TMentors-Cairo-Egypt?o=181&l=sp&t=sj&a=python|search-v3|spbg
System Administrator (Linux) - Alexandria,Softxpert Incorporation  -,1 month ago,"Alexandria, Egypt ",Full TimeExperienced · 2 - 4 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Administration · Cloud · Engineering · System Administration · Computer Science · English · Information Technology (IT) · MySQL,https://wuzzuf.net/jobs/p/auW3aQ2sJ0tN-IT-Admin-FlairsTech-Cairo-Egypt?o=191&l=sp&t=sj&a=python|search-v3|spbg
Linux Engineer,ExaServe LLC -,1 month ago,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Python · DevOps · Ansible · Linux · Bash · Docker · AWS · Cloud,https://wuzzuf.net/jobs/p/X8WqVRnGVNBt-Python-Developer-RUUF-Cairo-Egypt?o=2&l=sp&t=sj&a=python|search-v3|spbg
