job title,company name,job date,locations,skills,links
Business Analysis Supervisor,Ibn Sina Pharma -,1 month ago,"New Cairo, Cairo, Egypt ",Full TimeManager · 5 - 7 Yrs of Exp · Business Development · IT/Software Development · Analyst/Research · Administration · Analysis · Business Administration · Business Analysis · Communication · Communication skills · Computer Science,https://wuzzuf.net/jobs/p/D2xoKaFupdV6-Back-End-Developer-Everlast-Cairo-Egypt?o=39&l=sp&t=sj&a=python|search-v3|spbg
DevOps Engineer,Confidential -,1 month ago,"Cairo, Egypt ",Full TimeWork From HomeExperienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Software Development · DevOps · Azure · CI/CD · Cloud · Computer Science · Information Technology (IT) · Jenkins,https://wuzzuf.net/jobs/p/BUl8buhff6Qf-Senior-Penetration-Tester-Union-Coop-Giza-Egypt?o=66&l=sp&t=sj&a=python|search-v3|spbg
Senior Software Developer,GET Group- Egypt -,1 month ago,"Sheraton, Cairo, Egypt ",Full TimeExperienced · 4 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Computer Engineering · Software Development · Software Engineering · C# · WCF · WPF,https://wuzzuf.net/jobs/p/yi8XAGgKDmnN-Data-Scientist-Cairo-Egypt?o=184&l=sp&t=sj&a=python|search-v3|spbg
Django Web Developer,Confidential -,2 months ago,"Sydney, Australia ",Full TimeWork From HomeExperienced · 2 - 4 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Django · Django Framework · React · React.js · React js · Git · AWS · EC2,https://wuzzuf.net/jobs/p/siSe2DSDszBc-Full-Stack-Developer-PythonReact--Fluent-English-Fekra-Technology-Solutions-and-Construction-Giza-Egypt?o=10&l=sp&t=sj&a=python|search-v3|spbg
Software Support Engineer,Trufla -,1 month ago,"Heliopolis, Cairo, Egypt ",Full TimeExperienced · 2+ Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Technical Support · Software · Technical Office · Computer Science · MySQL · Git · PHP,https://wuzzuf.net/jobs/p/qaE1P7NnCx6a-Security-Testing-Engineer-Ejada-Cairo-Cairo-Egypt?o=137&l=sp&t=sj&a=python|search-v3|spbg
Sr. Data Scientist - NLP / Video analytics,Confidential -,1 month ago,"Cairo, Egypt ",Full TimeExperienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · data scientist · Mathematics · Machine Learning · SQL · Python · NoSQL · Tableau,https://wuzzuf.net/jobs/p/nCt4aRjEndrx-Big-Data-Developer-Path-Solutions-Cairo-Egypt?o=84&l=sp&t=sj&a=python|search-v3|spbg
Lead Software Engineer (Typescript/Node) (REMOTE),Aurora Tech N.V. -,2 months ago,"Cairo, Egypt ",Full TimeWork From HomeManager · 2 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · JavaScript · MySQL · Programming · Software Development · Software Engineering · APIs · Agile · Computer Science,https://wuzzuf.net/jobs/p/Hw8kfRBHDRBR-Software-Business-Analyst---KSA-Alexandria-Egypt?o=105&l=sp&t=sj&a=python|search-v3|spbg
Senior iOS Developer,Ibtikar -,2 months ago,"Cairo, Egypt ",Full TimeWork From HomeExperienced · 2 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · React · SDK · Software Development · Testing · Android · Apple · Computer Science · Development,https://wuzzuf.net/jobs/p/C2WEWy7oF1Or-Senior-Devops-Engineer-Cairo-Egypt?o=150&l=sp&t=sj&a=python|search-v3|spbg
Blockchain & Ethereum Specialist,Confidential -,2 months ago,"Cairo, Egypt ",Full TimeWork From HomeEntry Level · IT/Software Development · Engineering - Mechanical/Electrical · Bitcoin · blockchain · Computer Science · Engineering · Ethereum · Information Technology (IT) · PHP · MySQL,https://wuzzuf.net/jobs/p/VfBqRwjT0yYl-Odoo-Developer-Albassami-International-Group-Cairo-Egypt?o=53&l=sp&t=sj&a=python|search-v3|spbg
Data Scientist / Machine Learning Engineer,Lun Development -,2 months ago,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 2+ Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Computer Science · Data · data scientist · Information Technology (IT) · Machine · Machine Learning · Python,https://wuzzuf.net/jobs/p/Vd4i0r8JvEtT-Sr-Information-Security-Engineer---DevSecOps-EastNets-Cairo-Egypt?o=185&l=sp&t=sj&a=python|search-v3|spbg
Odoo Developer,Egyptian Cultural Center -,6 days ago,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 2 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · CSS · Engineering · Git · HTML · Information Technology (IT) · JavaScript · jQuery,https://wuzzuf.net/jobs/p/65F4tqFMFax7-Odoo-Developer-ExtraMile-EGY-Cairo-Egypt?o=123&l=sp&t=sj&a=python|search-v3|spbg
Security Testing Engineer,Ejada (Cairo) -,2 months ago,"Cairo, Egypt ",Full TimeExperienced · 5 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Python · Frameworks · Linux · OWASP · PHP · TCP · Testing · OWASP ZAP,https://wuzzuf.net/jobs/p/b4SbbyaNB1Hk-Market-Research-Manager---Mobile-Phones-IDC-Giza-Egypt?o=172&l=sp&t=sj&a=python|search-v3|spbg
Senior Linux System Engineer,Link Datacenter -,2 months ago,"Dokki, Giza, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Engineering · Communication Engineering · Information Technology (IT) · Computer Science · Installation · Maintenance · Solaris,https://wuzzuf.net/jobs/p/qUsnfsXYd18o-Python-Developer-Odoo-2B-Cairo-Egypt?o=16&l=sp&t=sj&a=python|search-v3|spbg
Ruby on Rails Developer,nformacy -,2 months ago,"Cairo, Egypt ",Full TimeWork From HomeExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Ruby · Ruby on Rails · Database · React · Software Development · Computer Science · Information Technology (IT) · Python,https://wuzzuf.net/jobs/p/xGzRjdHrJj6N-Odoo-Senior-Developer-Minds-solutions-Cairo-Egypt?o=67&l=sp&t=sj&a=python|search-v3|spbg
Data Scientist,DevartLab -,2 months ago,"Cairo, Egypt ",Full TimeExperienced · 2 - 4 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Clustering · Computer Science · Data Mining · Data Science · Information Technology (IT) · Machine Learning · mathematical,https://wuzzuf.net/jobs/p/6dnY14bWtXiW-Junior-Python-Developer-Cairo-Egypt?o=9&l=sp&t=sj&a=python|search-v3|spbg
Software Testing Team Leader,360Imaging -,2 months ago,"Dokki, Giza, Egypt ",Full TimeWork From HomeManager · 7+ Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology · Software · Software Development · Software Testing · Test Automation · Jira · Computer Science · Information Technology (IT),https://wuzzuf.net/jobs/p/VFyshoyVBe0S-Computer-Science-Instructor-iSchool-Cairo-Egypt?o=114&l=sp&t=sj&a=python|search-v3|spbg
Software Test Automation Engineer,FaceGraph -,2 months ago,"Maadi, Cairo, Egypt ",Full TimeExperienced · 3+ Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology · Startup · Computer Science · Computer Engineering · Information Technology (IT) · Testing · Software Testing · Android,https://wuzzuf.net/jobs/p/hAJHV0i5JX2p-Data-Scientist-DevartLab-Cairo-Egypt?o=140&l=sp&t=sj&a=python|search-v3|spbg
Backend Developer,mtor -,2 months ago,"Maadi, Cairo, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Software Development · Software Engineering · Information Technology (IT) · Computer Science · JavaScript · Java · Python · Programming,https://wuzzuf.net/jobs/p/avtM2EDc8JqF-App-Developer-Recovery-franchise-marketing-services-Giza-Egypt?o=87&l=sp&t=sj&a=python|search-v3|spbg
ERPNext Developer,Takamul Systems -,2 months ago,"Giza, Egypt ",Full TimeEntry Level · 1+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · CSS · ERPNext · Python · JavaScript · Jinja · Engineering · HTML,https://wuzzuf.net/jobs/p/KImaB0d290Z7-Linux-Engineer-ExaServe-LLC-Cairo-Egypt?o=125&l=sp&t=sj&a=python|search-v3|spbg
Senior Front-End Developer - Alexandria,Caduceus Lane -,2 months ago,"Alexandria, Egypt ",Full TimeManager · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Java · C++ · C# · HTML · CSS · Python · Information Technology (IT) · Adobe Illustrator,https://wuzzuf.net/jobs/p/cJSyN3XKUdHP-Python-Developer-Odoo-ZAD-Solutions-Giza-Egypt?o=3&l=sp&t=sj&a=python|search-v3|spbg
Senior DevOps Engineer,eMushrif -,2 months ago,"Cairo, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Operations/Management · Engineering - Telecom/Technology · DevOps · AWS · Software · Software Development · JavaScript · Jenkins · Linux,https://wuzzuf.net/jobs/p/h6HgqHjdcc2d-Software-Test-Automation-Engineer-FaceGraph-Cairo-Egypt?o=142&l=sp&t=sj&a=python|search-v3|spbg
Data Scientist,Mantrac -,2 months ago,"10th of Ramadan City, Cairo, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Information Technology (IT) · Telecommunication · SQL · Power BI · Data · data scientist · Python,https://wuzzuf.net/jobs/p/nkPRcESymP0b-Senior-Cloud-DevOps-Engineer-FlairsTech-Cairo-Egypt?o=173&l=sp&t=sj&a=python|search-v3|spbg
Back-End Developer,Smart Medical Services -,2 months ago,"Dokki, Giza, Egypt ",Full TimeEntry Level · 1 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Software Engineering · Software Development · Angular · APIs · Computer Science · Development · Django · Front end,https://wuzzuf.net/jobs/p/raAJ7Ru7NDVR-Odoo-Developer---Remotely-Urgently-Cairo-Egypt?o=64&l=sp&t=sj&a=python|search-v3|spbg
Senior DevOps Engineer,Evolvice GmbH -,14 days ago,"Maadi, Cairo, Egypt ",Full TimeExperienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · DevOps · Docker · Engineering · Information Technology (IT) · Software Development · Computer Science,https://wuzzuf.net/jobs/p/EDzXH16yKxWD-Full-Stack-Software-Engineer-TensorGraph-Cairo-Egypt?o=95&l=sp&t=sj&a=python|search-v3|spbg
Senior Devops Engineer,Confidential -,20 days ago,"New Cairo, Cairo, Egypt ",Full TimeExperienced · 5 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · DevOps · AWS · Linux · Windows · Agile · Computer Engineering · Computer Science,https://wuzzuf.net/jobs/p/zteme4I290Hs-Senior-Software-QA-Engineer-TEMPO-Cairo-Egypt?o=176&l=sp&t=sj&a=python|search-v3|spbg
Management Trainee -Supply Chain,Landmark Group -,5 days ago,"New Cairo, Cairo, Egypt ",Full TimeEntry Level · 0 - 2 Yrs of Exp · Logistics/Supply Chain · Engineering - Other · Engineering · Retail Business · Supply Chain · Logistics · Logistics Operations · Purchasing,https://wuzzuf.net/jobs/p/A9uXvHAIJab0-Senior-iOS-Developer-Ibtikar-Cairo-Egypt?o=133&l=sp&t=sj&a=python|search-v3|spbg
SME,Sekem -,7 days ago,"Salam City, Cairo, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Operations/Management · Accounting · Purchasing · ERP System · JavaScript · SME · Customer Service,https://wuzzuf.net/jobs/p/hNzqvqrHPQFJ-Odoo-Developer-Yodawy-Cairo-Egypt?o=80&l=sp&t=sj&a=python|search-v3|spbg
Junior Odoo Developer,Minds solutions -,4 days ago,"Maadi, Cairo, Egypt ",Full TimeEntry Level · 0 - 2 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Odoo · HTML · JavaScript · jQuery · PostgreSQL · Computer Science · paython · Payroll System,https://wuzzuf.net/jobs/p/ZQqXjj70w9gT-Backend-Software-Developer-EMIRATES-BARQ-Sharjah-United-Arab-Emirates?o=179&l=sp&t=sj&a=python|search-v3|spbg
GIS Developer,Perfect Presentation -,11 days ago,"6th of October, Giza, Egypt ",Full TimeEntry Level · 1+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · GIS · Computer Science · Information Technology (IT) · Software Development · Software Engineering · jQuery · JavaScript · HTML5,https://wuzzuf.net/jobs/p/Sh7jWq45Z9td-Senior-Python-Developer-Evolvice-GmbH-Cairo-Egypt?o=8&l=sp&t=sj&a=python|search-v3|spbg
Internship Software Quality Control Tester - (Alexandria),Procrew -,20 days ago,"San Stefano, Alexandria, Egypt ",InternshipEntry Level · IT/Software Development · Quality · Engineering - Telecom/Technology · quality · Quality Assurance · Quality Control · QA,https://wuzzuf.net/jobs/p/VlfM6gGKtkjd-Senior-Linux-System-Engineer-Link-Datacenter-Giza-Egypt?o=138&l=sp&t=sj&a=python|search-v3|spbg
Azure Linux Consultant,Global Brands -,27 days ago,"New Cairo, Cairo, Egypt ",Full TimeExperienced · 9+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Azure · Information Technology (IT) · Linux OS · Microsoft Azure · Virtualization · Azure Platform · Linux · Red Hat,https://wuzzuf.net/jobs/p/hZjKzuel0z10-Python-Django-Team-Leader-Div-Systems-Cairo-Egypt?o=4&l=sp&t=sj&a=python|search-v3|spbg
Software Quality Control Engineer,Kashier Payment Solutions -,1 month ago,"Zamalek, Cairo, Egypt ",Full TimeExperienced · 2 - 5 Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology · Automation · Computer Science · QC · QA · Testing · Quality Assurance · Quality Control,https://wuzzuf.net/jobs/p/ceaHXZ09uClv-Data-Scientist-BlinkApp-Cairo-Egypt?o=112&l=sp&t=sj&a=python|search-v3|spbg
Full Stack Engineer,DigiFi -,20 days ago,"Heliopolis, Cairo, Egypt ",Full TimeExperienced · 4 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · React.js · MongoDB · Laravel PHP · Computer Engineering · Computer Science · Engineering · CSS · Full Stack,https://wuzzuf.net/jobs/p/eRvDeN3u12JV-Full-Stack-Developer-MEAPAL-Cairo-Egypt?o=52&l=sp&t=sj&a=python|search-v3|spbg
Senior Backend Developer,Easy Cash -,18 days ago,"Heliopolis, Cairo, Egypt ",Full TimeExperienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Software Engineering · Software Development · PHP · Laravel · Agile · Software,https://wuzzuf.net/jobs/p/PJpOR0VR3Waj-Senior-Software-Engineer---PythonDjango-Paymob-Solutions-Cairo-Egypt?o=21&l=sp&t=sj&a=python|search-v3|spbg
Web Developer,Union Group -,29 days ago,"Obour City, Cairo, Egypt ",Full TimeExperienced · 4 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · JavaScript · PHP · Computer Science · Software Development · Angular · Information Technology (IT) · HTML · CSS,https://wuzzuf.net/jobs/p/4rO6lnayTmYR-Teachnical-Leader-Unvc-Cairo-Egypt?o=36&l=sp&t=sj&a=python|search-v3|spbg
Web Developer,Solutions -,27 days ago,"Dokki, Giza, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · Software Development · coding · .Net · Angular · ASP.Net · CSS,https://wuzzuf.net/jobs/p/I6KuAyiaMYkM-DevOps-Engineer-Coral-Technology-Cairo-Egypt?o=103&l=sp&t=sj&a=python|search-v3|spbg
Big Data Engineer,Paymob Solutions -,1 month ago,"Maadi, Cairo, Egypt ",Full TimeExperienced · 2+ Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Cloud · AWS · Computer Engineering · Data · Scala · Information Technology (IT) · Computer Science,https://wuzzuf.net/jobs/p/0VVSGXO0j0J6-Software-Quality-Control-Specialist-KnowledgeNet-Cairo-Egypt?o=188&l=sp&t=sj&a=python|search-v3|spbg
IP Core Operation Engineer,Silicon21 -,26 days ago,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 2 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Engineering · Networking · Communication Engineering · Computer Engineering · Computer Science,https://wuzzuf.net/jobs/p/YP0Oby185A1t-Computer-Vision-Engineer-Cairo-Egypt?o=99&l=sp&t=sj&a=python|search-v3|spbg
Senior Data Warehouse & BI Tester,Target Recruitment  & HR Solutions  -,2 months ago,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 4+ Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology · Agile · Computer Science · Development · Information Technology (IT) · QA · quality · Quality Assurance,https://wuzzuf.net/jobs/p/1kR5rvxnlrBI-ERPNext-Developer-DIRAC-SYSTEMS-Cairo-Egypt?o=89&l=sp&t=sj&a=python|search-v3|spbg
DevOps/ProdOPS Engineer,Cegedim -,15 days ago,"New Cairo, Cairo, Egypt ",Full TimeExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Computer Engineering · Information Technology (IT) · DevOps · ProdOPS · Gradle · Git · Openshift,https://wuzzuf.net/jobs/p/iXdcvrAbbJpJ-DevOps-Engineer---UK-Team---Alexandria-Procrew-Alexandria-Egypt?o=170&l=sp&t=sj&a=python|search-v3|spbg
Senior Front End Developer,yelloco -,7 days ago,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Front-End Development · front-end web development,https://wuzzuf.net/jobs/p/khDzgCov60Yl-Devops-Engineer-Cairo-Egypt?o=92&l=sp&t=sj&a=python|search-v3|spbg
BI Team Leader,Dataplus -,3 days ago,"Cairo, Egypt ",Full TimeManager · 5 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Communication skills · Management · SQL · Tableau · Microsoft SQL Server · Communication · Leadership,https://wuzzuf.net/jobs/p/q6aJS0uAHMuZ-SREDevOps-Engineer-Agolo-Cairo-Egypt?o=118&l=sp&t=sj&a=python|search-v3|spbg
MIS Analyst,OPEX Egypt -,47 minutes ago,"New Cairo, Cairo, Egypt ",Full TimeExperienced · 2 - 3 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · management information systems · MIS · Operations · Analysis · Computer Science · Computer Skills · Data Analysis,https://wuzzuf.net/jobs/p/rgivbz01Maq6-Senior-Front-End-Developer---React-Trufla-Cairo-Egypt?o=104&l=sp&t=sj&a=python|search-v3|spbg
Software Project Manager,Charisma Design -,4 days ago,"Cairo, Egypt ",Full TimeManager · 3 - 5 Yrs of Exp · IT/Software Development · Project/Program Management · Engineering - Telecom/Technology · Agile · Communication skills · HTML · PMP · Project Management · Software · Certified ScrumMaster (CSM),https://wuzzuf.net/jobs/p/y89W48faTsp9-Back-End-Developer-Smart-Medical-Services-Giza-Egypt?o=148&l=sp&t=sj&a=python|search-v3|spbg
DevOps Engineer - UK Team - (Alexandria),Procrew -,27 days ago,"Alexandria, Egypt ",Full TimeWork From HomeExperienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Docker · Information Technology (IT) · DevOps · Amazon AWS · Computer Science · GitHub,https://wuzzuf.net/jobs/p/sZFCXnjuUmvf-Python-Developer--Fluent-English-Fekra-Technology-Solutions-and-Construction-Giza-Egypt?o=12&l=sp&t=sj&a=python|search-v3|spbg
Smart Manufacturing Engineer - Alexandria,Prometeon Tyres Group – Egypt  (Ex-Pirelli Tyres Egypt) -,11 days ago,"Ameria, Alexandria, Egypt ",Full TimeEntry Level · 0 - 3 Yrs of Exp · males_only · IT/Software Development · Manufacturing/Production · Engineering - Telecom/Technology · Alexandria · Computer Science · Project Management · Engineering,https://wuzzuf.net/jobs/p/y1YSeugXYZAM-Senior-Data-Engineer-DBTLookerBigQuery-360Imaging-Giza-Egypt?o=57&l=sp&t=sj&a=python|search-v3|spbg
Market Research Manager - Mobile Phones,IDC -,26 days ago,"6th of October, Giza, Egypt ",Full TimeManager · 8 - 10 Yrs of Exp · Operations/Management · Marketing/PR/Advertising · Analyst/Research · Information Technology (IT) · Market Research · Communication Skills · Research · IT · English · Analysis,https://wuzzuf.net/jobs/p/YRn93DcSmz8G-Mid-Senior-Level-Back-End-Software-Developer-Remote-skora-tech-Doha-Qatar?o=85&l=sp&t=sj&a=python|search-v3|spbg
Senior Cloud DevOps Engineer,FlairsTech -,11 days ago,"Maadi, Cairo, Egypt ",Full TimeExperienced · 4+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · AWS · DevOps · Information Technology (IT) · Linux · Computer Science,https://wuzzuf.net/jobs/p/DlVul8HbDfFe-Senior-Technical-Support-Engineer-Viavi-Solutions-Cairo-Egypt?o=182&l=sp&t=sj&a=python|search-v3|spbg
PHP Developer,VA Computing Egypt -,27 days ago,"New Cairo, Cairo, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · PHP · Computer Science · Information Technology (IT) · Software Development · Software · Engineering · HTML5 · jQuery,https://wuzzuf.net/jobs/p/eIGXspc9U1ns-Machine-Learning-Engineer-Digified-Cairo-Egypt?o=121&l=sp&t=sj&a=python|search-v3|spbg
Site Reliability Engineer (SRE),Taager -,8 days ago,"Maadi, Cairo, Egypt ",Full TimeExperienced · 3+ Yrs of Exp · Engineering - Construction/Civil/Architecture · IT/Software Development · Engineering - Telecom/Technology · AWS · Azure · Software · Azure DevOps Server · AutoCAD · Docker · Construction,https://wuzzuf.net/jobs/p/MpWiYLQDRxev-Machine-Learning-Engineer-Cairo-Egypt?o=94&l=sp&t=sj&a=python|search-v3|spbg
Senior Software QA Engineer,TEMPO -,27 days ago,"Cairo, Egypt ",Full TimeExperienced · 5+ Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology · QA · Software Testing · Testing · Software · quality · Information Technology (IT) · Computer Science,https://wuzzuf.net/jobs/p/f88xe4lns33z-DevOps-Engineer-Beshara-Cairo-Egypt?o=101&l=sp&t=sj&a=python|search-v3|spbg
Software Tester (Remote/WFH),Deriv.com -,20 days ago,"Cairo, Egypt ",Full TimeWork From HomeExperienced · 3+ Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology · Software Testing · Linux · Manual Testing · Automation Testing · Agile · Computer Science · English,https://wuzzuf.net/jobs/p/HAcEghuMwW8x-Senior-IT-Infrastructure-Developer-Quality-unit-Cairo-Egypt?o=48&l=sp&t=sj&a=python|search-v3|spbg
Senior Full Stack Developer,e Aswaaq Misr -,9 days ago,"Giza, Egypt ",Full TimeExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Angular · Computer Science · Engineering · CSS · Information Technology (IT) · Java · jQuery · MySQL,https://wuzzuf.net/jobs/p/1HJTFikyve6F-Data-Engineer-Ashtar-app-Cairo-Egypt?o=119&l=sp&t=sj&a=python|search-v3|spbg
Backend Software Developer,EMIRATES BARQ -,20 days ago,"Sharjah, United Arab Emirates ",Full TimeWork From HomeExperienced · 2 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · CSS · Engineering · Information Technology (IT) · PHP · Software Development · Laravel · MySQL,https://wuzzuf.net/jobs/p/my7z1Lt70Zqq-Python-API-Developer-Ocucon-Team-UK---Alexandria-Procrew-Alexandria-Egypt?o=7&l=sp&t=sj&a=python|search-v3|spbg
Backend Software Engineer,Confidential -,29 days ago,"Sharjah, United Arab Emirates ",Full TimeWork From HomeExperienced · 2 - 3 Yrs of Exp · males_only · IT/Software Development · Engineering - Telecom/Technology · Computer Science · CSS · Engineering · Information Technology (IT) · PHP · Software Development · Laravel · MySQL,https://wuzzuf.net/jobs/p/aLt3DoiXen5U-DevOps-Engineer-Beyond-Solution-Cairo-Egypt?o=122&l=sp&t=sj&a=python|search-v3|spbg
Senior Software Developer (Focusing on PHP),TMentors -,1 day ago,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 2 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Software Development · Computer Science · Software Engineering · Node.js · javaScript · English · Software,https://wuzzuf.net/jobs/p/1jReTsTyvpCJ-Senior-Python-Developer-FlairsTech-Cairo-Egypt?o=6&l=sp&t=sj&a=python|search-v3|spbg
Senior Technical Support Engineer,Viavi Solutions -,2 months ago,"Maadi, Cairo, Egypt ",Full TimeExperienced · 4 - 8 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Technical support engineer · Technical Support · Support engineer · Support · Computer Science · Computer Engineering · IT,https://wuzzuf.net/jobs/p/oFZ2ByXCSF4M-Senior-Java-Developer-Software-Engineer-Egybell-Cairo-Egypt?o=107&l=sp&t=sj&a=python|search-v3|spbg
Team Lead Data Scientist,Fawry Banking & Payment Technology Services -,29 days ago,"Smart Village, Giza, Egypt ",Full TimeManager · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Machine Learning · Computer Engineering · Computer Science · Algorithms,https://wuzzuf.net/jobs/p/QzIUZmaim4LQ-Senior-DevOps-Engineer-eMushrif-Cairo-Egypt?o=146&l=sp&t=sj&a=python|search-v3|spbg
Data Scientist,Confidential -,1 month ago,"Cairo, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Computer Science · Data · Data Science · Engineering · Machine Learning · SQL · Statistics,https://wuzzuf.net/jobs/p/oLtme0zzF4ok-Software-Tester-RemoteWFH-Deriv-com-Cairo-Egypt?o=177&l=sp&t=sj&a=python|search-v3|spbg
Sr. Information Security Engineer - DevSecOps,EastNets -,1 month ago,"Cairo, Egypt ",Full TimeWork From HomeExperienced · 4+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Information Security · Computer Engineering · Computer Science · Agile · AWS · CISSP · Cloud,https://wuzzuf.net/jobs/p/vvCKO4kLOle8-Python-Developer-EBE-Giza-Egypt?o=22&l=sp&t=sj&a=python|search-v3|spbg
PHP Technical Lead,LINK Development -,1 month ago,"Maadi, Cairo, Egypt ",Full TimeManager · 6+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Angular · Computer Engineering · Computer Science · Engineering · HTML · Information Technology (IT) · JavaScript · PHP,https://wuzzuf.net/jobs/p/ORs5Rs3R7IXC-Senior-Cloud-Solution-Architect-Edrak-United-Cairo-Egypt?o=194&l=sp&t=sj&a=python|search-v3|spbg
Technical Lead - Software Engineer,Confidential -,1 month ago,"New Cairo, Cairo, Egypt ",Full TimeManager · 6 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Agile · TDD · BDD · System Architecture · MySQL · Redis,https://wuzzuf.net/jobs/p/ErqNae4vCuI7-Functional-Testing-Engineer-Ejada-Cairo-Cairo-Egypt?o=55&l=sp&t=sj&a=python|search-v3|spbg
Software Quality Control Specialist,KnowledgeNet -,20 days ago,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Automation · Computer Science · Agile · Testing · ISTQB · Quality Assurance · Software · SQL,https://wuzzuf.net/jobs/p/TORY2AgkfkSh-Senior-Python-Developer-Andela-Cairo-Egypt?o=5&l=sp&t=sj&a=python|search-v3|spbg
Senior Full Stack Developer (Full Time Office Based),Affsquare -,2 months ago,"Sheraton, Cairo, Egypt ",Full TimeExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · javaScript · CSS · PHP · MySQL · HTML5 · MongoDB,https://wuzzuf.net/jobs/p/muinh8aqeDVx-PHP-Developer-VA-Computing-Egypt-Cairo-Egypt?o=174&l=sp&t=sj&a=python|search-v3|spbg
